2016-04-30 15:40:18 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:40:18 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:40:18 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'LOG_LEVEL': 'INFO', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:40:18 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:40:18 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:40:18 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:40:18 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:40:18 [scrapy] INFO: Spider opened
2016-04-30 15:40:18 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:40:38 [scrapy] INFO: Closing spider (finished)
2016-04-30 15:40:38 [scrapy] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 34338,
 'downloader/request_count': 108,
 'downloader/request_method_count/GET': 108,
 'downloader/response_bytes': 1856545,
 'downloader/response_count': 108,
 'downloader/response_status_count/200': 108,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2016, 4, 30, 7, 40, 38, 948835),
 'log_count/ERROR': 1,
 'log_count/INFO': 7,
 'request_depth_max': 107,
 'response_received_count': 108,
 'scheduler/dequeued': 108,
 'scheduler/dequeued/memory': 108,
 'scheduler/enqueued': 108,
 'scheduler/enqueued/memory': 108,
 'spider_exceptions/IndexError': 1,
 'start_time': datetime.datetime(2016, 4, 30, 7, 40, 18, 993820)}
2016-04-30 15:40:38 [scrapy] INFO: Spider closed (finished)
2016-04-30 15:41:07 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:41:07 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:41:07 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:41:07 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:41:07 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:41:07 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:41:07 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:41:07 [scrapy] INFO: Spider opened
2016-04-30 15:41:07 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:41:07 [scrapy] DEBUG: Telnet console listening on 127.0.0.1:6023
2016-04-30 15:41:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/26> (referer: http://www.dsqnw.com/page/25)
2016-04-30 15:41:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/27> (referer: http://www.dsqnw.com/page/26)
2016-04-30 15:41:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/28> (referer: http://www.dsqnw.com/page/27)
2016-04-30 15:41:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/29> (referer: http://www.dsqnw.com/page/28)
2016-04-30 15:41:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/30> (referer: http://www.dsqnw.com/page/29)
2016-04-30 15:41:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/31> (referer: http://www.dsqnw.com/page/30)
2016-04-30 15:41:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/32> (referer: http://www.dsqnw.com/page/31)
2016-04-30 15:41:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/33> (referer: http://www.dsqnw.com/page/32)
2016-04-30 15:41:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/34> (referer: http://www.dsqnw.com/page/33)
2016-04-30 15:41:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/35> (referer: http://www.dsqnw.com/page/34)
2016-04-30 15:41:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/36> (referer: http://www.dsqnw.com/page/35)
2016-04-30 15:41:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/37> (referer: http://www.dsqnw.com/page/36)
2016-04-30 15:41:14 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/38> (referer: http://www.dsqnw.com/page/37)
2016-04-30 15:41:14 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/39> (referer: http://www.dsqnw.com/page/38)
2016-04-30 15:41:14 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/40> (referer: http://www.dsqnw.com/page/39)
2016-04-30 15:41:14 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/41> (referer: http://www.dsqnw.com/page/40)
2016-04-30 15:41:14 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/42> (referer: http://www.dsqnw.com/page/41)
2016-04-30 15:41:14 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/43> (referer: http://www.dsqnw.com/page/42)
2016-04-30 15:41:15 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/44> (referer: http://www.dsqnw.com/page/43)
2016-04-30 15:41:15 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/45> (referer: http://www.dsqnw.com/page/44)
2016-04-30 15:41:15 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/46> (referer: http://www.dsqnw.com/page/45)
2016-04-30 15:41:15 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/47> (referer: http://www.dsqnw.com/page/46)
2016-04-30 15:41:15 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/48> (referer: http://www.dsqnw.com/page/47)
2016-04-30 15:41:15 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/49> (referer: http://www.dsqnw.com/page/48)
2016-04-30 15:41:16 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/50> (referer: http://www.dsqnw.com/page/49)
2016-04-30 15:41:16 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/51> (referer: http://www.dsqnw.com/page/50)
2016-04-30 15:41:16 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/52> (referer: http://www.dsqnw.com/page/51)
2016-04-30 15:41:16 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/53> (referer: http://www.dsqnw.com/page/52)
2016-04-30 15:41:16 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/54> (referer: http://www.dsqnw.com/page/53)
2016-04-30 15:41:16 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/55> (referer: http://www.dsqnw.com/page/54)
2016-04-30 15:41:17 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/56> (referer: http://www.dsqnw.com/page/55)
2016-04-30 15:41:17 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/57> (referer: http://www.dsqnw.com/page/56)
2016-04-30 15:41:17 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/58> (referer: http://www.dsqnw.com/page/57)
2016-04-30 15:41:17 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/59> (referer: http://www.dsqnw.com/page/58)
2016-04-30 15:41:17 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/60> (referer: http://www.dsqnw.com/page/59)
2016-04-30 15:41:17 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/61> (referer: http://www.dsqnw.com/page/60)
2016-04-30 15:41:18 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/62> (referer: http://www.dsqnw.com/page/61)
2016-04-30 15:41:18 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/63> (referer: http://www.dsqnw.com/page/62)
2016-04-30 15:41:18 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/64> (referer: http://www.dsqnw.com/page/63)
2016-04-30 15:41:18 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/65> (referer: http://www.dsqnw.com/page/64)
2016-04-30 15:41:18 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/66> (referer: http://www.dsqnw.com/page/65)
2016-04-30 15:41:18 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/67> (referer: http://www.dsqnw.com/page/66)
2016-04-30 15:41:19 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/68> (referer: http://www.dsqnw.com/page/67)
2016-04-30 15:41:19 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/69> (referer: http://www.dsqnw.com/page/68)
2016-04-30 15:41:19 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/70> (referer: http://www.dsqnw.com/page/69)
2016-04-30 15:41:19 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/71> (referer: http://www.dsqnw.com/page/70)
2016-04-30 15:41:19 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/72> (referer: http://www.dsqnw.com/page/71)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/73> (referer: http://www.dsqnw.com/page/72)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/74> (referer: http://www.dsqnw.com/page/73)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/75> (referer: http://www.dsqnw.com/page/74)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/76> (referer: http://www.dsqnw.com/page/75)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/77> (referer: http://www.dsqnw.com/page/76)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/78> (referer: http://www.dsqnw.com/page/77)
2016-04-30 15:41:20 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/79> (referer: http://www.dsqnw.com/page/78)
2016-04-30 15:41:21 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/80> (referer: http://www.dsqnw.com/page/79)
2016-04-30 15:41:21 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/81> (referer: http://www.dsqnw.com/page/80)
2016-04-30 15:41:21 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/82> (referer: http://www.dsqnw.com/page/81)
2016-04-30 15:41:21 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/83> (referer: http://www.dsqnw.com/page/82)
2016-04-30 15:41:21 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/84> (referer: http://www.dsqnw.com/page/83)
2016-04-30 15:41:21 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/85> (referer: http://www.dsqnw.com/page/84)
2016-04-30 15:41:22 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/86> (referer: http://www.dsqnw.com/page/85)
2016-04-30 15:41:22 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/87> (referer: http://www.dsqnw.com/page/86)
2016-04-30 15:41:22 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/88> (referer: http://www.dsqnw.com/page/87)
2016-04-30 15:41:22 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/89> (referer: http://www.dsqnw.com/page/88)
2016-04-30 15:41:22 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/90> (referer: http://www.dsqnw.com/page/89)
2016-04-30 15:41:22 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/91> (referer: http://www.dsqnw.com/page/90)
2016-04-30 15:41:23 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/92> (referer: http://www.dsqnw.com/page/91)
2016-04-30 15:41:23 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/93> (referer: http://www.dsqnw.com/page/92)
2016-04-30 15:41:23 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/94> (referer: http://www.dsqnw.com/page/93)
2016-04-30 15:41:23 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/95> (referer: http://www.dsqnw.com/page/94)
2016-04-30 15:41:23 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/96> (referer: http://www.dsqnw.com/page/95)
2016-04-30 15:41:23 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/97> (referer: http://www.dsqnw.com/page/96)
2016-04-30 15:41:24 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/98> (referer: http://www.dsqnw.com/page/97)
2016-04-30 15:41:24 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/99> (referer: http://www.dsqnw.com/page/98)
2016-04-30 15:41:24 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/100> (referer: http://www.dsqnw.com/page/99)
2016-04-30 15:41:24 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/101> (referer: http://www.dsqnw.com/page/100)
2016-04-30 15:41:24 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/102> (referer: http://www.dsqnw.com/page/101)
2016-04-30 15:41:24 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/103> (referer: http://www.dsqnw.com/page/102)
2016-04-30 15:41:25 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/104> (referer: http://www.dsqnw.com/page/103)
2016-04-30 15:41:25 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/105> (referer: http://www.dsqnw.com/page/104)
2016-04-30 15:41:25 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/106> (referer: http://www.dsqnw.com/page/105)
2016-04-30 15:41:25 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/107> (referer: http://www.dsqnw.com/page/106)
2016-04-30 15:41:25 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/108> (referer: http://www.dsqnw.com/page/107)
2016-04-30 15:41:25 [scrapy] INFO: Closing spider (finished)
2016-04-30 15:41:25 [scrapy] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 34338,
 'downloader/request_count': 108,
 'downloader/request_method_count/GET': 108,
 'downloader/response_bytes': 1856540,
 'downloader/response_count': 108,
 'downloader/response_status_count/200': 108,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2016, 4, 30, 7, 41, 25, 873650),
 'log_count/DEBUG': 109,
 'log_count/ERROR': 1,
 'log_count/INFO': 7,
 'request_depth_max': 107,
 'response_received_count': 108,
 'scheduler/dequeued': 108,
 'scheduler/dequeued/memory': 108,
 'scheduler/enqueued': 108,
 'scheduler/enqueued/memory': 108,
 'spider_exceptions/IndexError': 1,
 'start_time': datetime.datetime(2016, 4, 30, 7, 41, 7, 917321)}
2016-04-30 15:41:25 [scrapy] INFO: Spider closed (finished)
2016-04-30 15:42:10 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:42:10 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:42:10 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:42:10 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:42:10 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:42:10 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:42:10 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:42:10 [scrapy] INFO: Spider opened
2016-04-30 15:42:10 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:42:10 [scrapy] DEBUG: Telnet console listening on 127.0.0.1:6023
2016-04-30 15:42:10 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/> (referer: None)
2016-04-30 15:42:10 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/2> (referer: http://www.dsqnw.com/)
2016-04-30 15:42:10 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/3> (referer: http://www.dsqnw.com/page/2)
2016-04-30 15:42:10 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/4> (referer: http://www.dsqnw.com/page/3)
2016-04-30 15:42:11 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/5> (referer: http://www.dsqnw.com/page/4)
2016-04-30 15:42:11 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/6> (referer: http://www.dsqnw.com/page/5)
2016-04-30 15:42:11 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/7> (referer: http://www.dsqnw.com/page/6)
2016-04-30 15:42:11 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/8> (referer: http://www.dsqnw.com/page/7)
2016-04-30 15:42:11 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/9> (referer: http://www.dsqnw.com/page/8)
2016-04-30 15:42:11 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/10> (referer: http://www.dsqnw.com/page/9)
2016-04-30 15:42:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/11> (referer: http://www.dsqnw.com/page/10)
2016-04-30 15:42:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/12> (referer: http://www.dsqnw.com/page/11)
2016-04-30 15:42:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/13> (referer: http://www.dsqnw.com/page/12)
2016-04-30 15:42:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/14> (referer: http://www.dsqnw.com/page/13)
2016-04-30 15:42:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/15> (referer: http://www.dsqnw.com/page/14)
2016-04-30 15:42:12 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/16> (referer: http://www.dsqnw.com/page/15)
2016-04-30 15:42:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/17> (referer: http://www.dsqnw.com/page/16)
2016-04-30 15:42:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/18> (referer: http://www.dsqnw.com/page/17)
2016-04-30 15:42:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/19> (referer: http://www.dsqnw.com/page/18)
2016-04-30 15:42:13 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/20> (referer: http://www.dsqnw.com/page/19)
